iter	Logloss
405	0.1992934985
406	0.1991723134
407	0.1990443399
408	0.1987831272
409	0.1986362331
410	0.1984844449
411	0.1983338245
412	0.1982381455
413	0.1979173467
414	0.1977566265
415	0.1975506102
416	0.1974003759
417	0.1972840611
418	0.1971597636
419	0.1969710293
420	0.1968363598
421	0.1967037982
422	0.1965684865
423	0.1963740751
424	0.1962157005
425	0.1961173327
426	0.1959822073
427	0.1957060603
428	0.1955394969
429	0.195384244
430	0.1952611126
431	0.1951423767
432	0.1950245898
433	0.1949182678
434	0.1947934453
435	0.1945346142
436	0.1943433004
437	0.1942719471
438	0.1941693519
439	0.1940477315
440	0.1937599853
441	0.1935862749
442	0.1934266568
443	0.1933443373
444	0.1931561692
445	0.192927094
446	0.1928302515
447	0.1926261518
448	0.1925358078
449	0.1924293704
450	0.1921936343
451	0.1919063076
452	0.1917311265
453	0.1915205081
454	0.1913715629
455	0.1912646499
456	0.191129026
457	0.1909978671
458	0.1908252233
459	0.190615127
460	0.1904643346
461	0.1902703728
462	0.1901218535
463	0.1899617587
464	0.1897670152
465	0.1896370161
466	0.1895094205
467	0.189356916
468	0.1892456034
469	0.1891382488
470	0.1890028915
471	0.1888719045
472	0.188679281
473	0.1885581712
474	0.1884621155
475	0.1883236205
476	0.1881813572
477	0.188102767
478	0.1879433063
479	0.1877038932
480	0.1875085262
481	0.1874285537
482	0.1873093308
483	0.1870396037
484	0.1869355795
485	0.1867425756
486	0.1866951057
487	0.1865780449
488	0.1865316603
489	0.1863258539
490	0.1862441059
491	0.1861471483
492	0.1860280862
493	0.1858245463
494	0.18571663
495	0.1855223201
496	0.185286269
497	0.1851129617
498	0.1849770338
499	0.1848897317
500	0.1845797929
501	0.1844005234
502	0.1842847567
503	0.1841635266
504	0.1840415133
505	0.1839420241
506	0.1838382747
507	0.1836505737
508	0.1835342649
509	0.1834495665
510	0.1833420032
511	0.1831803038
512	0.1830362564
513	0.1829347037
514	0.1828183164
515	0.1826437772
516	0.1824623136
517	0.1823021929
518	0.1822025822
519	0.182048207
520	0.1819276759
521	0.1817475825
522	0.1815008135
523	0.1813966628
524	0.1811915698
525	0.1808897964
526	0.1808048057
527	0.1807323735
528	0.1806363731
529	0.1804723935
530	0.1803134656
531	0.180157085
532	0.1799806189
533	0.1798886696
534	0.1797815326
535	0.1795420877
536	0.1794415088
537	0.1793120226
538	0.1792139124
539	0.1790972386
540	0.1790128632
541	0.1788969566
542	0.1787737169
543	0.1786987382
544	0.1785885153
545	0.1784975633
546	0.1784493075
547	0.1783037065
548	0.1781106557
549	0.1780277658
550	0.1778805892
551	0.1777046216
552	0.1776196794
553	0.177515145
554	0.1773879187
555	0.1773132099
556	0.1772054883
557	0.1770804225
558	0.1769851409
559	0.1768237007
560	0.1766979727
561	0.1766221984
562	0.1764356736
563	0.1762724192
564	0.1761482836
565	0.1760474193
566	0.1759608647
567	0.1758483378
568	0.1758080669
569	0.1755473323
570	0.1754515116
571	0.1753697691
572	0.1751758152
573	0.175091825
574	0.1749189093
575	0.1747698434
576	0.1746489942
577	0.174566442
578	0.1744518602
579	0.1743451203
580	0.1741733807
581	0.1739554495
582	0.1738271547
583	0.1736861389
584	0.17350761
585	0.1732433719
586	0.1731106845
587	0.172982283
588	0.172876928
589	0.1727495728
590	0.1726953635
591	0.1725674152
592	0.1723938719
593	0.1723578626
594	0.1722867072
595	0.1722016272
596	0.1721055521
597	0.1719420902
598	0.1718459038
599	0.1717198921
600	0.1716245828
601	0.1715371903
602	0.1714540541
603	0.1713197792
604	0.1712769655
605	0.1711115905
606	0.1710730408
607	0.1710204532
608	0.170927298
609	0.1708278628
610	0.170732326
611	0.1706643622
612	0.1705342424
613	0.1704188515
614	0.1703394774
615	0.1702451392
616	0.1701217216
617	0.1699663785
618	0.1698629785
619	0.1697643463
620	0.1696520751
621	0.1694454003
622	0.1693798436
623	0.1692715409
624	0.1691939101
625	0.1690883219
626	0.1689701989
627	0.1688683
628	0.1687722067
629	0.1686389356
630	0.1685799878
631	0.1685018792
632	0.1683854432
633	0.1682809163
634	0.1681738542
635	0.168047412
636	0.167949006
637	0.1678183881
638	0.1676857336
639	0.1675786967
640	0.167463628
641	0.1673069793
642	0.1672387153
643	0.1671810103
644	0.1671048577
645	0.1670317726
646	0.1669540173
647	0.1668101546
648	0.1666572196
649	0.166535354
650	0.1664860468
651	0.1663657703
652	0.1662178122
653	0.1661275446
654	0.1659978192
655	0.1658043998
656	0.1656737331
657	0.1655208422
658	0.1654762331
659	0.165379567
660	0.165298775
661	0.1652146799
662	0.1651622135
663	0.1650625409
664	0.1649893152
665	0.1648490611
666	0.1647642828
667	0.1646842752
668	0.1645406537
669	0.1643798607
670	0.1642695639
671	0.1642310086
672	0.1641049122
673	0.164061016
674	0.1640131257
675	0.163878732
676	0.1637466779
677	0.1636469588
678	0.1635906285
679	0.1635219217
680	0.163403944
681	0.1632703731
682	0.1631471644
683	0.1630737951
684	0.162991531
685	0.1629255604
686	0.1628739138
687	0.1627608999
688	0.1626562993
689	0.1625207955
690	0.1623372999
691	0.1622365394
692	0.1620627947
693	0.1619970002
694	0.1618940631
695	0.1618030759
696	0.1617120072
697	0.1615315826
698	0.1614113284
699	0.1613575962
700	0.1612784316
701	0.1611691391
702	0.1610798302
703	0.1608670357
704	0.1607500529
705	0.1605991502
706	0.1605093494
707	0.160382421
708	0.1603003853
709	0.1602099828
710	0.1600987915
711	0.1599783835
712	0.1598756292
713	0.1597831089
714	0.1596954622
715	0.1595160855
716	0.1594486938
717	0.1593537353
718	0.1592222118
719	0.1591753568
720	0.1591439523
721	0.1590717803
722	0.1589234316
723	0.1588014105
724	0.1587225633
725	0.1586097754
726	0.1585069756
727	0.158423152
728	0.1583402731
729	0.1582655131
730	0.158186806
731	0.1580800753
732	0.1579923401
733	0.1579089584
734	0.157877108
735	0.1577779132
736	0.157703676
737	0.1576349656
738	0.1575841084
739	0.1574624969
740	0.1573440717
741	0.1572121163
742	0.1571442211
743	0.1570281227
744	0.156927963
745	0.1568586383
746	0.1567292748
747	0.1566207745
748	0.1565151498
749	0.1564009512
750	0.1563033936
751	0.1561984011
752	0.1561454996
753	0.1560774822
754	0.1560067205
755	0.1559195423
756	0.1558257265
757	0.1557092271
758	0.1556173062
759	0.1555225699
760	0.1553916025
761	0.1553221625
762	0.1552084418
763	0.1551608309
764	0.1550722298
765	0.1549934741
766	0.1549003228
767	0.1547490052
768	0.1545888669
769	0.1544818315
770	0.1543559016
771	0.1542937518
772	0.1541703879
773	0.1539921327
774	0.1539180208
775	0.1538160113
776	0.1537245235
777	0.1535462418
778	0.1534312753
779	0.1533074511
780	0.153179364
781	0.1530620366
782	0.1529627779
783	0.1528785309
784	0.1527956847
785	0.1527453322
786	0.1526224936
787	0.1524918261
788	0.152363386
789	0.1522655456
790	0.1521896771
791	0.1520902123
792	0.1520210042
793	0.1519141314
794	0.1518240716
795	0.15175694
796	0.1517051339
797	0.1516226228
798	0.1515247
799	0.1513985408
800	0.151332762
801	0.151161501
802	0.1510546856
803	0.1510082614
804	0.1509284325
805	0.1508195844
806	0.1505946084
807	0.1505553025
808	0.1504590375
809	0.1503806696
810	0.1503148187
811	0.1501813288
812	0.1499907335
813	0.1498841028
814	0.1497807073
815	0.1496803313
816	0.1495660386
817	0.1494651075
818	0.1493974767
819	0.1492332883
820	0.1491927379
821	0.1490815133
822	0.1489844854
823	0.1488883811
824	0.1487572382
825	0.1486634927
826	0.1485723188
827	0.148491003
828	0.1483561639
829	0.1482869119
830	0.1481908582
831	0.1481202725
832	0.1479908087
833	0.1479015819
834	0.1478028456
835	0.1477623084
836	0.1476811721
837	0.1476231538
838	0.1475322023
839	0.1474518324
840	0.1473728229
841	0.1472368002
842	0.1471852661
843	0.1470952176
844	0.1470149378
845	0.1469672157
846	0.1468839747
847	0.1467879663
848	0.1466907637
849	0.146604985
850	0.1464956433
851	0.14643114
852	0.1463632931
853	0.1462993864
854	0.1462080167
855	0.1460539664
856	0.1459707356
857	0.1459152779
858	0.145830097
859	0.1457381546
860	0.1456703691
861	0.1455975779
862	0.145506593
863	0.1454338472
864	0.1453664909
865	0.145260604
866	0.1451391589
867	0.1450620961
868	0.1449589667
869	0.1448516367
870	0.1447371252
871	0.1446661247
872	0.1445251748
873	0.1444561422
874	0.1443878757
875	0.1443198768
876	0.1442360857
877	0.1441595318
878	0.1440891059
879	0.1439468808
880	0.1438994526
881	0.1438336045
882	0.1437922907
883	0.1437304161
884	0.1436096802
885	0.1435339036
886	0.1435012415
887	0.1434495268
888	0.1433740389
889	0.1432806342
890	0.1432063262
891	0.143104076
892	0.1430103553
893	0.1429422222
894	0.1428540835
895	0.1427609682
896	0.1426975546
897	0.1426204637
898	0.1425512576
899	0.1425007978
900	0.1424734885
901	0.1423488255
902	0.1422660459
903	0.1421208614
904	0.1419501365
905	0.1419070139
906	0.1418896224
907	0.1418143346
908	0.1417450645
909	0.1416025072
910	0.1415125701
911	0.141413074
912	0.1413445711
913	0.1412975231
914	0.1411899481
915	0.1411189004
916	0.1410130332
917	0.1409444414
918	0.1408888612
919	0.1408306736
920	0.1407389975
921	0.1406280411
922	0.14053516
923	0.1404590663
924	0.1404273176
925	0.1403485444
926	0.1402674239
927	0.1402506564
928	0.1402341475
929	0.1401819132
930	0.1400959293
931	0.1400191183
932	0.1399381064
933	0.1398274735
934	0.1397656146
935	0.1396852874
936	0.1396072726
937	0.1395685069
938	0.139494041
939	0.1394564887
940	0.1393499177
941	0.1393034318
942	0.1391773409
943	0.1390409486
944	0.1389765961
945	0.1389177584
946	0.138814412
947	0.1387173968
948	0.1386317276
949	0.1385541427
950	0.1385022917
951	0.1384080137
952	0.1383521628
953	0.1383169641
954	0.1382453087
955	0.1381246134
956	0.1380768768
957	0.1380098285
958	0.1379537817
959	0.1378920928
960	0.1378579048
961	0.1378307004
962	0.1377798306
963	0.1376827785
964	0.1376013106
965	0.1375092568
966	0.1374463726
967	0.1373801203
968	0.137302371
969	0.1372348973
970	0.1371691107
971	0.1370673517
972	0.1370010534
973	0.1369256312
974	0.1368808177
975	0.1368353024
976	0.1367568936
977	0.1366776009
978	0.1365865647
979	0.1365335249
980	0.1364427804
981	0.1363794089
982	0.1363400093
983	0.1362337291
984	0.1361467805
985	0.1360868877
986	0.1360353449
987	0.1359678541
988	0.135914323
989	0.1358443954
990	0.1357958946
991	0.1356956192
992	0.135621889
993	0.1355776984
994	0.1355212867
995	0.1354239379
996	0.1353180937
997	0.1352136783
998	0.1351183656
999	0.1350375635
